date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
2022-01-03,Hospital Bukit Mertajam,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Balik Pulau,24,5,0,7,0,2,0,10,0
2022-01-03,Hospital Seberang Jaya,7,5,0,2,0,0,0,0,0
2022-01-03,Hospital Kepala Batas,32,6,0,12,0,3,0,11,0
2022-01-03,Hospital Batu Gajah,48,14,0,16,0,3,0,15,0
2022-01-03,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",8,3,0,3,0,0,0,2,0
2022-01-03,Hospital Changkat Melintang,30,9,0,11,0,3,0,7,0
2022-01-03,Hospital Grik,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Kampar,5,0,0,3,0,0,0,2,0
2022-01-03,Hospital Kuala Kangsar,32,8,0,6,0,2,0,16,0
2022-01-03,Hospital Parit Buntar,12,7,0,2,0,0,0,3,0
2022-01-03,"Hospital Raja Permaisuri Bainun, Ipoh",8,1,0,3,0,0,0,4,0
2022-01-03,Hospital Selama,56,12,0,24,0,4,0,15,1
2022-01-03,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Sg. Siput,24,8,0,6,0,3,0,7,0
2022-01-03,Hospital Slim River,30,8,0,5,0,4,0,13,0
2022-01-03,Hospital Tapah,24,4,0,5,1,1,1,12,0
2022-01-03,Hospital Taiping,6,3,0,1,0,0,0,2,0
2022-01-03,Hospital Teluk Intan,18,5,0,2,1,1,0,9,0
2022-01-03,"Hospital Tuanku Fauziah, Kangar",7,2,0,1,0,2,0,2,0
2022-01-03,Putrajaya Hospital,0,0,0,0,0,0,0,0,0
2022-01-03,National Cancer Institute,12,3,0,2,0,2,0,5,0
2022-01-03,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",24,4,0,6,0,1,0,13,0
2022-01-03,"Duchess of Kent Hospital, Sandakan",18,1,0,8,0,1,0,8,0
2022-01-03,Hospital Beaufort,16,6,0,4,0,1,0,5,0
2022-01-03,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Kinabatangan,54,11,0,15,0,3,0,25,0
2022-01-03,Hospital Kota Belud,16,6,0,7,0,0,0,3,0
2022-01-03,Hospital Kota Marudu,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Kuala Penyu,7,5,0,0,0,0,0,2,0
2022-01-03,Hospital Kudat,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Lahad Datu,10,0,0,4,0,2,1,3,0
2022-01-03,Hospital Mesra Bukit Padang,28,7,0,9,0,1,0,11,0
2022-01-03,Hospital Papar,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Ranau,24,2,0,10,1,1,0,10,0
2022-01-03,Hospital Semporna,7,0,0,5,0,0,0,2,0
2022-01-03,Hospital Sipitang,16,3,0,3,0,1,0,9,0
2022-01-03,Hospital Tambunan,49,12,0,14,1,6,0,16,0
2022-01-03,Hospital Tawau,5,1,0,3,0,0,0,1,0
2022-01-03,Hospital Tenom,8,2,0,0,0,2,0,4,0
2022-01-03,Hospital Wanita dan Kanak-Kanak Sabah[5],5,0,0,1,0,0,0,4,0
2022-01-03,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-01-03,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",42,11,0,13,1,2,0,15,0
2022-01-03,Hospital Bau,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Sibu,66,18,0,16,0,2,0,30,0
2022-01-03,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Sarikei,14,1,0,4,0,3,0,6,0
2022-01-03,Hospital Sri Aman,36,9,0,6,1,4,0,16,0
2022-01-03,Hospital Limbang,7,0,0,2,0,0,0,5,0
2022-01-03,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Sentosa,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Mukah,56,12,0,19,0,3,0,22,0
2022-01-03,Hospital Marudi,12,6,0,0,0,1,0,5,0
2022-01-03,Hospital Lundu,5,0,0,2,0,0,0,3,0
2022-01-03,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Simunjan,7,2,0,1,0,0,0,3,1
2022-01-03,Rajah Charles Brooke Memorial Hospital,32,4,0,9,0,2,0,17,0
2022-01-03,Hospital Kanowit,15,3,0,6,0,1,0,5,0
2022-01-03,Hospital Saratok,14,2,0,7,0,0,0,5,0
2022-01-03,Hospital Dalat,28,5,0,5,1,2,0,15,0
2022-01-03,Hospital Shah Alam,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Ampang,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Banting,24,5,0,8,0,2,0,9,0
2022-01-03,Hospital Kajang,140,38,0,40,1,7,0,54,0
2022-01-03,Hospital Kuala Kubu Baru,21,4,0,7,0,2,0,8,0
2022-01-03,Hospital Selayang,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Sultan Idris Shah Serdang,30,8,0,7,1,1,1,11,1
2022-01-03,Hospital Sungai Buloh,6,3,1,1,0,0,0,1,0
2022-01-03,Hospital Tanjung Karang,35,6,0,9,0,1,0,18,1
2022-01-03,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",12,1,0,2,0,0,0,9,0
2022-01-03,"Hospital Tengku Ampuan Rahimah, Klang",42,12,0,13,0,0,0,16,1
2022-01-03,Universiti Putra Malaysia Teaching Hospital,42,12,0,18,1,0,0,11,0
2022-01-03,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",28,6,0,7,0,1,0,14,0
2022-01-03,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Dungun,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Kemaman,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-01-03,Hospital Hulu Terengganu,7,0,0,3,0,0,0,4,0
2022-01-03,Hospital Setiu,7,4,0,2,0,1,0,0,0
2022-01-04,"Hospital Pakar Sultanah Fatimah, Muar",5,0,0,3,0,1,0,1,0
2022-01-04,"Hospital Sultanah Nora Ismail, Batu Pahat",20,5,1,4,0,2,0,8,0
2022-01-04,"Hospital Enche Besar Hajjah Kalsom, Kluang",0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Segamat,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Pontian,6,1,0,2,0,1,0,2,0
2022-01-04,Hospital Kota Tinggi,8,1,0,2,0,0,0,5,0
2022-01-04,Hospital Mersing,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Tangkak,16,2,0,6,0,0,0,8,0
2022-01-04,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",0,0,0,0,0,0,0,0,0
2022-01-04,Sultan Ismail Hospital,6,1,0,3,0,0,0,2,0
2022-01-04,"Hospital Sultanah Aminah, Johor Bahru[2]",8,3,1,1,0,0,0,3,0
2022-01-04,"Sultanah Bahiyah Hospital, Alor Setar",7,1,1,1,0,1,0,3,0
2022-01-04,"Sultan Abdul Halim Hospital, Sungai Petani",0,0,0,0,0,0,0,0,0
2022-01-04,Pendang Hospital,16,3,0,7,0,3,0,2,1
2022-01-04,Kulim Hospital,0,0,0,0,0,0,0,0,0
2022-01-04,Baling Hospital,8,1,0,2,0,1,0,4,0
2022-01-04,Sik Hospital,6,4,0,0,0,0,0,2,0
2022-01-04,Hospital Yan,6,0,0,1,1,0,0,3,1
2022-01-04,Hospital Jitra,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Kuala Nerang,0,0,0,0,0,0,0,0,0
2022-01-04,"Hospital Raja Perempuan Zainab II, Kota Bharu",20,5,0,6,0,0,0,9,0
2022-01-04,Hospital Pasir Mas,77,24,0,25,0,6,0,22,0
2022-01-04,Hospital Tumpat,6,3,0,0,0,0,0,3,0
2022-01-04,Hospital Machang,18,4,0,4,1,2,0,7,0
2022-01-04,Hospital Jeli,16,4,0,6,0,0,0,6,0
2022-01-04,Hospital Tanah Merah,30,8,0,6,0,1,0,15,0
2022-01-04,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Kuala Krai,8,3,0,3,0,1,0,1,0
2022-01-04,Hospital Universiti Sains Malaysia (HUSM),7,6,0,1,0,0,0,0,0
2022-01-04,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
2022-01-04,National Heart Institute of Malaysia (IJN),24,7,0,6,0,1,0,10,0
2022-01-04,Hospital Canselor Tuanku Muhriz UKM (HCTM),32,6,0,11,0,1,0,14,0
2022-01-04,University Malaya Medical Centre (UMMC),8,2,0,4,0,0,0,2,0
2022-01-04,Hospital Angkatan Tentera Tuanku Mizan,20,7,0,5,0,1,0,7,0
2022-01-04,Hospital Rehabilitasi Cheras,28,6,0,9,1,0,0,12,0
2022-01-04,Hospital Nukleus Labuan,8,2,0,1,0,0,0,5,0
2022-01-04,Jabatan Kesihatan Labuan,35,12,0,11,0,1,0,11,0
2022-01-04,Malacca General Hospital,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Alor Gajah,24,7,0,7,0,3,0,7,0
2022-01-04,Hospital Jasin,48,10,1,7,1,5,0,24,0
2022-01-04,Hospital Angkatan Tentera Terendak,42,9,1,12,0,3,0,17,0
2022-01-04,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-01-04,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",30,5,0,10,0,2,0,12,1
2022-01-04,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Tampin,5,0,0,0,0,1,0,4,0
2022-01-04,Hospital Jelebu,48,8,1,12,2,0,0,25,0
2022-01-04,Hospital Jempol,7,0,0,1,0,2,0,4,0
2022-01-04,Hospital Rembau,6,2,0,1,0,0,0,3,0
2022-01-04,Tengku Ampuan Afzan Hospital,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Kuala Lipis,5,3,0,0,0,1,0,1,0
2022-01-04,Hospital Raub,8,3,0,1,0,1,0,2,1
2022-01-04,Hospital Bentong,7,1,0,3,0,0,0,3,0
2022-01-04,Hospital Jerantut,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Jengka,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Muadzam Shah,18,5,0,5,0,0,0,8,0
2022-01-04,"Hospital Sultan Haji Ahmad Shah, Temerloh",0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Cameron Highlands,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Rompin,18,7,0,4,0,1,0,6,0
2022-01-04,Hospital Universiti Islam Antabangsa (UIA) Kuantan,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Bera,7,2,0,2,0,0,0,2,1
2022-01-04,Penang General Hospital,24,6,0,7,0,0,0,10,1
2022-01-04,Hospital Sungai Bakap,7,3,0,2,1,1,0,0,0
2022-01-04,Hospital Bukit Mertajam,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Balik Pulau,10,3,0,4,1,0,0,2,0
2022-01-04,Hospital Seberang Jaya,21,7,1,4,0,1,1,7,0
2022-01-04,Hospital Kepala Batas,32,9,0,10,0,1,0,12,0
2022-01-04,Hospital Batu Gajah,24,5,0,8,2,2,0,7,0
2022-01-04,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",7,2,0,1,0,0,0,4,0
2022-01-04,Hospital Changkat Melintang,48,12,0,19,0,3,0,14,0
2022-01-04,Hospital Grik,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Kuala Kangsar,5,2,0,1,0,1,0,1,0
2022-01-04,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-01-04,"Hospital Raja Permaisuri Bainun, Ipoh",5,1,0,1,0,0,0,3,0
2022-01-04,Hospital Selama,20,5,0,8,1,0,0,6,0
2022-01-04,Hospital Seri Manjung,14,4,0,3,0,0,0,7,0
2022-01-04,Hospital Sg. Siput,8,0,0,3,0,1,0,4,0
2022-01-04,Hospital Slim River,10,3,0,0,1,1,0,5,0
2022-01-04,Hospital Tapah,28,6,0,9,0,1,0,12,0
2022-01-04,Hospital Taiping,7,1,0,2,0,1,0,3,0
2022-01-04,Hospital Teluk Intan,10,2,0,4,0,1,0,3,0
2022-01-04,"Hospital Tuanku Fauziah, Kangar",14,3,0,4,0,2,0,5,0
2022-01-04,Putrajaya Hospital,0,0,0,0,0,0,0,0,0
2022-01-04,National Cancer Institute,40,4,0,16,1,5,0,13,1
2022-01-04,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
2022-01-04,"Duchess of Kent Hospital, Sandakan",64,8,0,19,0,7,0,30,0
2022-01-04,Hospital Beaufort,7,2,0,1,0,4,0,0,0
2022-01-04,Hospital Beluran,10,1,0,5,0,1,0,3,0
2022-01-04,Hospital Keningau,5,2,0,2,0,0,0,1,0
2022-01-04,Hospital Kinabatangan,49,12,0,15,1,3,0,17,1
2022-01-04,Hospital Kota Belud,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Kota Marudu,8,2,0,1,0,1,0,4,0
2022-01-04,Hospital Kuala Penyu,14,4,0,1,0,2,0,7,0
2022-01-04,Hospital Kudat,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Lahad Datu,16,4,0,3,1,2,0,6,0
2022-01-04,Hospital Mesra Bukit Padang,12,2,0,6,0,0,0,4,0
2022-01-04,Hospital Papar,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Ranau,8,3,0,1,0,1,0,3,0
2022-01-04,Hospital Semporna,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Sipitang,8,2,0,2,0,2,1,1,0
2022-01-04,Hospital Tambunan,15,2,0,7,0,2,0,3,1
2022-01-04,Hospital Tawau,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Tenom,15,6,0,5,0,0,0,4,0
2022-01-04,Hospital Wanita dan Kanak-Kanak Sabah[5],16,5,0,9,0,1,0,1,0
2022-01-04,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-01-04,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",40,7,0,12,1,5,0,15,0
2022-01-04,Hospital Bau,14,5,0,5,0,2,0,2,0
2022-01-04,Hospital Sibu,56,14,0,15,0,4,0,23,0
2022-01-04,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Sarikei,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Sri Aman,40,8,0,14,1,3,0,14,0
2022-01-04,Hospital Limbang,7,2,0,1,0,0,0,4,0
2022-01-04,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Kapit,6,2,0,2,0,1,0,1,0
2022-01-04,Hospital Sentosa,24,3,0,5,0,3,0,13,0
2022-01-04,Hospital Mukah,30,5,0,7,1,2,0,15,0
2022-01-04,Hospital Marudi,6,2,0,2,0,0,0,2,0
2022-01-04,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Simunjan,8,1,0,4,0,0,0,3,0
2022-01-04,Rajah Charles Brooke Memorial Hospital,30,9,0,8,0,3,0,10,0
2022-01-04,Hospital Kanowit,18,7,0,4,0,1,0,6,0
2022-01-04,Hospital Saratok,24,7,0,8,0,0,0,9,0
2022-01-04,Hospital Dalat,20,5,0,5,0,0,0,10,0
2022-01-04,Hospital Shah Alam,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Ampang,6,0,0,4,0,0,0,2,0
2022-01-04,Hospital Banting,48,10,0,16,1,2,0,19,0
2022-01-04,Hospital Kajang,105,33,2,29,3,4,0,33,1
2022-01-04,Hospital Kuala Kubu Baru,24,6,0,7,0,2,0,9,0
2022-01-04,Hospital Selayang,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Sultan Idris Shah Serdang,64,16,0,23,1,3,0,19,2
2022-01-04,Hospital Sungai Buloh,24,5,0,12,0,2,0,5,0
2022-01-04,Hospital Tanjung Karang,24,6,0,6,0,1,0,11,0
2022-01-04,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",0,0,0,0,0,0,0,0,0
2022-01-04,"Hospital Tengku Ampuan Rahimah, Klang",30,6,0,5,1,0,0,18,0
2022-01-04,Universiti Putra Malaysia Teaching Hospital,35,11,0,9,0,2,0,13,0
2022-01-04,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",14,2,0,4,0,2,0,6,0
2022-01-04,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Dungun,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Kemaman,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Hulu Terengganu,0,0,0,0,0,0,0,0,0
2022-01-04,Hospital Setiu,6,0,0,0,0,0,0,6,0
2022-01-05,"Hospital Pakar Sultanah Fatimah, Muar",21,2,0,7,1,1,0,10,0
2022-01-05,"Hospital Sultanah Nora Ismail, Batu Pahat",18,1,0,7,0,4,0,5,1
2022-01-05,"Hospital Enche Besar Hajjah Kalsom, Kluang",0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Segamat,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Pontian,8,2,0,1,0,0,0,5,0
2022-01-05,Hospital Kota Tinggi,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Mersing,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Tangkak,5,1,0,1,0,1,0,2,0
2022-01-05,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",0,0,0,0,0,0,0,0,0
2022-01-05,Sultan Ismail Hospital,8,0,0,5,0,0,0,3,0
2022-01-05,"Hospital Sultanah Aminah, Johor Bahru[2]",16,1,0,4,0,3,0,7,1
2022-01-05,"Sultanah Bahiyah Hospital, Alor Setar",25,10,0,6,0,1,0,7,1
2022-01-05,"Sultan Abdul Halim Hospital, Sungai Petani",8,1,0,3,0,1,0,3,0
2022-01-05,Pendang Hospital,24,4,0,10,0,2,0,8,0
2022-01-05,Kulim Hospital,0,0,0,0,0,0,0,0,0
2022-01-05,Baling Hospital,14,2,0,6,0,1,0,5,0
2022-01-05,Sik Hospital,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Yan,5,0,0,0,0,2,0,3,0
2022-01-05,Hospital Jitra,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kuala Nerang,5,2,0,2,0,0,0,1,0
2022-01-05,"Hospital Raja Perempuan Zainab II, Kota Bharu",25,8,0,3,0,2,0,12,0
2022-01-05,Hospital Pasir Mas,40,7,0,17,0,4,0,12,0
2022-01-05,Hospital Tumpat,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Machang,15,3,0,5,0,0,0,6,1
2022-01-05,Hospital Jeli,35,14,0,8,0,2,0,11,0
2022-01-05,Hospital Tanah Merah,40,12,0,8,1,3,0,16,0
2022-01-05,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kuala Krai,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Universiti Sains Malaysia (HUSM),35,15,0,10,0,0,0,10,0
2022-01-05,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
2022-01-05,National Heart Institute of Malaysia (IJN),14,5,0,6,0,0,0,3,0
2022-01-05,Hospital Canselor Tuanku Muhriz UKM (HCTM),78,22,0,22,2,4,0,28,0
2022-01-05,University Malaya Medical Centre (UMMC),5,2,0,1,0,1,0,1,0
2022-01-05,Hospital Angkatan Tentera Tuanku Mizan,24,8,0,5,0,1,0,10,0
2022-01-05,Hospital Rehabilitasi Cheras,14,4,0,5,0,1,0,3,1
2022-01-05,Hospital Nukleus Labuan,18,4,0,4,0,2,0,7,1
2022-01-05,Jabatan Kesihatan Labuan,10,4,0,1,0,1,0,4,0
2022-01-05,Malacca General Hospital,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Alor Gajah,40,12,0,9,1,2,0,16,0
2022-01-05,Hospital Jasin,60,15,0,20,1,3,0,21,0
2022-01-05,Hospital Angkatan Tentera Terendak,12,2,0,5,0,0,0,5,0
2022-01-05,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-01-05,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",21,8,0,6,0,2,0,5,0
2022-01-05,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Tampin,6,1,0,2,0,1,0,2,0
2022-01-05,Hospital Jelebu,24,7,0,2,0,0,0,15,0
2022-01-05,Hospital Jempol,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Rembau,10,2,0,6,0,0,0,2,0
2022-01-05,Tengku Ampuan Afzan Hospital,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kuala Lipis,21,5,0,8,1,1,0,6,0
2022-01-05,Hospital Raub,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Bentong,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Jerantut,5,1,0,3,0,0,0,1,0
2022-01-05,Hospital Jengka,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
2022-01-05,"Hospital Sultan Haji Ahmad Shah, Temerloh",0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Cameron Highlands,12,5,0,4,0,2,0,1,0
2022-01-05,Hospital Rompin,8,1,0,3,0,1,0,3,0
2022-01-05,Hospital Universiti Islam Antabangsa (UIA) Kuantan,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-01-05,Penang General Hospital,5,2,0,1,0,0,0,2,0
2022-01-05,Hospital Sungai Bakap,10,8,0,2,0,0,0,0,0
2022-01-05,Hospital Bukit Mertajam,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Balik Pulau,25,10,0,4,0,1,0,10,0
2022-01-05,Hospital Seberang Jaya,21,6,1,6,1,1,0,6,0
2022-01-05,Hospital Kepala Batas,24,5,0,7,0,2,0,10,0
2022-01-05,Hospital Batu Gajah,35,7,0,12,0,2,1,12,1
2022-01-05,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",6,1,0,2,0,0,0,3,0
2022-01-05,Hospital Changkat Melintang,56,16,0,17,0,4,0,18,1
2022-01-05,Hospital Grik,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kuala Kangsar,42,12,0,9,0,4,0,17,0
2022-01-05,Hospital Parit Buntar,5,2,0,2,0,0,0,1,0
2022-01-05,"Hospital Raja Permaisuri Bainun, Ipoh",6,2,0,2,0,0,0,2,0
2022-01-05,Hospital Selama,28,6,0,9,0,1,0,12,0
2022-01-05,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Sg. Siput,18,4,0,4,0,1,0,9,0
2022-01-05,Hospital Slim River,24,7,0,4,0,2,0,11,0
2022-01-05,Hospital Tapah,24,4,1,13,0,1,0,5,0
2022-01-05,Hospital Taiping,16,3,1,8,0,0,0,4,0
2022-01-05,Hospital Teluk Intan,35,12,1,10,0,3,0,9,0
2022-01-05,"Hospital Tuanku Fauziah, Kangar",8,1,0,0,0,1,0,5,1
2022-01-05,Putrajaya Hospital,0,0,0,0,0,0,0,0,0
2022-01-05,National Cancer Institute,20,4,0,4,0,2,0,10,0
2022-01-05,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",21,5,1,6,0,2,0,7,0
2022-01-05,"Duchess of Kent Hospital, Sandakan",35,7,0,16,0,2,0,10,0
2022-01-05,Hospital Beaufort,14,6,0,2,0,2,0,4,0
2022-01-05,Hospital Beluran,6,0,0,1,0,2,0,3,0
2022-01-05,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kinabatangan,42,11,0,15,0,2,0,14,0
2022-01-05,Hospital Kota Belud,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kota Marudu,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kudat,5,4,0,1,0,0,0,0,0
2022-01-05,Hospital Lahad Datu,20,4,0,8,1,2,0,5,0
2022-01-05,Hospital Mesra Bukit Padang,16,5,0,3,0,3,0,5,0
2022-01-05,Hospital Papar,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Ranau,7,0,0,1,0,1,0,5,0
2022-01-05,Hospital Semporna,8,4,0,2,0,0,0,2,0
2022-01-05,Hospital Sipitang,24,7,0,7,0,1,0,9,0
2022-01-05,Hospital Tambunan,15,6,0,7,0,0,0,2,0
2022-01-05,Hospital Tawau,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Tenom,30,5,0,8,0,3,0,14,0
2022-01-05,Hospital Wanita dan Kanak-Kanak Sabah[5],15,6,0,3,0,2,0,4,0
2022-01-05,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-01-05,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",35,10,0,11,1,3,0,10,0
2022-01-05,Hospital Bau,36,8,0,8,0,3,0,17,0
2022-01-05,Hospital Sibu,90,18,2,29,0,6,0,35,0
2022-01-05,Hospital Miri,5,1,0,1,0,0,0,3,0
2022-01-05,Hospital Sarikei,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Sri Aman,15,3,1,7,0,1,0,3,0
2022-01-05,Hospital Limbang,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kapit,12,1,0,4,0,0,0,7,0
2022-01-05,Hospital Sentosa,16,4,0,7,0,1,0,4,0
2022-01-05,Hospital Mukah,42,8,0,14,1,5,0,14,0
2022-01-05,Hospital Marudi,8,3,0,2,0,0,0,3,0
2022-01-05,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Bintulu,6,1,0,3,0,0,0,2,0
2022-01-05,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Simunjan,5,1,0,1,0,2,0,1,0
2022-01-05,Rajah Charles Brooke Memorial Hospital,32,8,0,9,0,1,0,14,0
2022-01-05,Hospital Kanowit,14,2,0,7,0,1,0,3,1
2022-01-05,Hospital Saratok,10,2,0,3,1,0,0,4,0
2022-01-05,Hospital Dalat,14,2,0,4,0,1,0,7,0
2022-01-05,Hospital Shah Alam,5,0,0,1,0,0,0,4,0
2022-01-05,Hospital Ampang,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Banting,28,7,0,9,1,1,0,10,0
2022-01-05,Hospital Kajang,55,17,0,16,0,5,0,17,0
2022-01-05,Hospital Kuala Kubu Baru,10,2,0,2,0,2,0,4,0
2022-01-05,Hospital Selayang,0,0,0,0,0,0,0,0,0
